POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,RDNMADR_NM,LC_LO,LC_LA,GID_CD
운문호,대형호수/저수지,경상북도,청도군,,128.9320902,35.72930553,마마295490
유마사,유명사찰,전라남도,화순군,유마로,127.1712741,35.01829651,다라700693
안정사,유명사찰,경상남도,통영시,안정1길,128.3955927,34.94396916,라라817613
염불암,유명사찰,경기도,안양시 만안구,예술공원로245번길,126.934391,37.42872909,다사499367
귀신사,유명사찰,전라북도,김제시,청도6길,127.0469576,35.74531173,다마590499
오월드,동물원,대전광역시,중구,사정공원로,127.4003118,36.2884248,다바910101
곱창골목,먹거리/패션거리,서울특별시,중구,마장로9길,127.0193915,37.57017614,다사575524
음식거리,먹거리/패션거리,대전광역시,중구,중앙로,127.423752,36.32877277,다바931146
보정동카페거리,먹거리/패션거리,경기도,용인시 기흥구,,127.1100984,37.32161272,다사654248
팥빙수골목,먹거리/패션거리,부산광역시,중구,,129.0302058,35.10020184,마라394794
양평카페촌,먹거리/패션거리,경기도,양평군,강남로,127.4205151,37.50184944,다사929447
중앙로문화의거리,먹거리/패션거리,강원도,원주시,,127.9506276,37.34966599,라사399279
수원통닭거리,먹거리/패션거리,경기도,수원시 팔달구,,127.0177058,37.28006081,다사572202
웨딩의거리,먹거리/패션거리,전라북도,전주시 완산구,,127.1454194,35.81705517,다마679579
영덕블루로드,먹거리/패션거리,경상북도,영덕군,,129.3876721,36.36478622,마바693202
사리골참치거리,먹거리/패션거리,경기도,안산시 단원구,,126.8306432,37.31149413,다사406238
달맞이미술의거리,먹거리/패션거리,부산광역시,해운대구,,129.1721633,35.16096967,마라522863
웹툰스마힐링101,먹거리/패션거리,부산광역시,동래구,아시아드대로,129.0690187,35.206877,마라428912
해방촌예술마을,먹거리/패션거리,서울특별시,용산구,,126.9817231,37.54625669,다사542497
아산시온궁로문화의거리,먹거리/패션거리,충청남도,아산시,,127.0015345,36.78252099,다바555650
평택매운음식골목,먹거리/패션거리,경기도,평택시,통복로,127.0837189,36.99801578,다바629889
대관령옛길,먹거리/패션거리,강원도,강릉시,,128.7859762,37.70188403,마사133677
부귀메타세쿼이아길,먹거리/패션거리,전라북도,진안군,,127.3223244,35.80772789,다마839568
옥천암,지역사찰,서울특별시,서대문구,홍지문길,126.9539447,37.59698674,다사517554
향엄사,지역사찰,충청북도,영동군,어미실길,127.8074267,36.18426461,라마276986
용연사,지역사찰,경상북도,포항시 북구,양학로107번길,129.3426741,36.03031838,마마660830
용화사,지역사찰,경상남도,함안군,영운2길,128.3035929,35.26004293,라라730963
금강사,지역사찰,경상남도,창원시 마산회원구,합성북24길,128.5767479,35.24771238,라라979952
청명사,지역사찰,전라남도,목포시,유동로,126.380209,34.78706324,나라975441
석가사,지역사찰,대구광역시,수성구,달구벌대로568길,128.6676405,35.8460372,마마054616
흥부암,지역사찰,경상남도,김해시,전하로,128.8698592,35.22632736,마라246931
충의사,지역사찰,경상북도,상주시,충의로,128.2128392,36.44472143,라바638276
덕흥사,지역사찰,제주특별자치도,제주시,보배길,126.5414365,33.461384,다나109970
성불사,지역사찰,경상북도,경주시,포석정안길,129.2134521,35.80784906,마마548581
삼봉사,지역사찰,경기도,안성시,가사길,127.284062,37.01156791,다바807903
삼원사,지역사찰,경상북도,경주시,대동길,129.2122704,35.9604533,마마544751
관음사,지역사찰,경상북도,영주시,한성로,128.6489033,36.82814741,마바024706
지장사,지역사찰,부산광역시,남구,장고개로,129.0720855,35.13002804,마라432827
대방사,지역사찰,경상남도,사천시,삼천포대교로,128.0572153,34.93666991,라라508603
원효사,지역사찰,경상북도,경주시,신당소티고개길,129.2593564,35.90354856,마마587688
인월사,지역사찰,강원도,강릉시,경포로463번안길,128.9006323,37.80098251,마사233788
금강선원,지역사찰,강원도,양양군,왕생골길,128.4860235,37.91470816,라사866909
반송삼절사,지역사찰,부산광역시,해운대구,신반송로182번길,129.1613784,35.22947288,마라511939
약천사,지역사찰,강원도,홍천군,행치령로,128.1628597,37.73037131,라사584702
현암사,지역사찰,강원도,원주시,,128.0081022,37.43355723,라사449372
흥복사,지역사찰,강원도,태백시,피내골길,129.0254182,37.12954414,마사354045
청량사,지역사찰,서울특별시,동대문구,제기로31길,127.0477772,37.58822131,다사600544
대원사,지역사찰,전라남도,보성군,죽산길,127.1325993,34.96123634,다라664629
불지사,지역사찰,경상북도,영천시,,128.7697467,36.02983699,마마143821
보리사,지역사찰,경상북도,청송군,,128.9814498,36.20572751,마바331019
수암사,지역사찰,충청남도,아산시,서원안길,126.9631986,36.84223042,다바521716
선적사,지역사찰,경상북도,울진군,월송정로,129.4658473,36.74044479,마바755620
문수사,지역사찰,경상북도,영양군,관동길,129.0416381,36.76298858,마바375638
죽청사,지역사찰,경상북도,울진군,죽변7길,129.4190676,37.06133412,마바706975
금산사,지역사찰,전라남도,신안군,가룡길,126.3103291,34.89829746,나라913565
불영암,지역사찰,서울특별시,금천구,호암로,126.9218405,37.44609183,다사488387
천문사,지역사찰,경상북도,청도군,신원4길,129.0014292,35.66277011,마마358417
충효사,지역사찰,전라남도,화순군,벽동길,126.8888309,34.95501362,다라441624
성불사,지역사찰,부산광역시,해운대구,해운대로383번길,129.1440339,35.18163076,마라496886
두륜사,지역사찰,전라남도,해남군,민박촌길,126.6055589,34.50882979,다라178131
일월사,지역사찰,충청북도,음성군,하노길,127.6998819,36.90808093,라바178788
관음사,지역사찰,대전광역시,서구,복수동로52번길,127.3727907,36.29978147,다바885113
삼밀사,지역사찰,경상남도,창원시 진해구,장복산길,128.6612368,35.1756112,마라057873
경산불교사,지역사찰,경상북도,경산시,장산로23길,128.7367284,35.8184197,마마117587
금선선원,지역사찰,부산광역시,금정구,금강로,129.0843668,35.22867088,마라441937
자비사,지역사찰,경상북도,경주시,뒷대일길,129.2658713,35.76104758,마마596530
옥용사,지역사찰,경상북도,문경시,작천길,128.0444285,36.64136667,라바486494
송원사,지역사찰,경기도,남양주시,부마로106번길,127.1986813,37.75554852,다사734729
수월사,지역사찰,경상남도,양산시,그린공단3길,129.1734409,35.35874988,마마520082
용암사,지역사찰,충청북도,청주시 상당구,금거내암로,127.6001227,36.57471727,라바089418
화엄사,지역사찰,부산광역시,사상구,엄궁로,128.9751418,35.1225084,마라344818
정토사,지역사찰,전라남도,광양시,명주로,127.6915353,35.0057284,라라174678
금선사,지역사찰,광주광역시,광산구,송정공원로,126.7995793,35.14597967,다라361836
향림사,지역사찰,충청북도,괴산군,괴강로두천4길,127.8446487,36.79548204,라바307664
일월산황씨부인당,지역사찰,경상북도,영양군,일월산길,129.0871846,36.80862417,마바415690
임학사,지역사찰,충청북도,괴산군,,127.6887428,36.7981484,라바168666
용두정사,지역사찰,경상북도,예천군,도효자로,128.4027671,36.79149079,라바805663
대원사,지역사찰,경기도,안성시,마정개나리길,127.1990032,37.01859372,다바732911
보현사,지역사찰,제주특별자치도,서귀포시,일과대수로,126.230485,33.24034744,나나817728
월명사,지역사찰,경상남도,함안군,성내남길,128.398122,35.2725732,라라816978
세명사,지역사찰,경상북도,영천시,유상길,128.9749958,35.91890996,마마330701
화림사,지역사찰,경상남도,산청군,화계오봉로,127.7790654,35.4042553,라마253120
염불사,지역사찰,경상북도,경주시,오금큰길,129.2724917,35.97210087,마마598764
대복정사,지역사찰,충청북도,진천군,성중로,127.4521573,36.88960539,다바957768
세계불교법왕청평화재단,지역사찰,경기도,화성시,동탄기흥로,127.0929223,37.16657192,다사638076
만해사,지역사찰,전라남도,고흥군,여산당촌길,127.281768,34.60739416,다라799237
천왕사,지역사찰,강원도,원주시,치악로,128.0108813,37.43049971,라사451369
문수암,지역사찰,충청남도,논산시,매죽헌로,127.1858395,36.12898532,다마717924
옥산사,지역사찰,경상북도,안동시,도장길,128.6944216,36.67446311,마바067536
대한불교진각종,지역사찰,대구광역시,달서구,상화로9길,128.5190335,35.80906287,라마920574
연화사,지역사찰,대전광역시,동구,동대전로284번길,127.4502171,36.34830198,다바955167
중흥사포교원,지역사찰,서울특별시,서초구,효령로51길,127.0123289,37.48474929,다사568429
금강선원,지역사찰,대전광역시,서구,가수원로,127.3496487,36.30271718,다바865117
심화사,지역사찰,충청북도,제천시,제원로5길,128.0989124,37.16302929,라사531073
약사암,지역사찰,경기도,동두천시,탑신로,127.1025146,37.88739018,다사650875
정각암,지역사찰,전라남도,장흥군,안양로,127.0292701,34.63626709,다라568269
서광사,지역사찰,광주광역시,동구,산수길,126.9275844,35.1548531,다라478845
보리정사,지역사찰,경기도,안양시 만안구,장내로139번길,126.9227728,37.39847657,다사489334
용운사,지역사찰,충청북도,충주시,지곡18길,127.9308893,36.96801128,라바383855
천지암,지역사찰,경상남도,창원시 마산합포구,산호남11길,128.5859732,35.21403779,라라988915
천용사,지역사찰,광주광역시,동구,용연길,126.9643649,35.09345093,다라511777
심선사,지역사찰,경상남도,함양군,함양로,127.6836186,35.48102768,라마166205
삼밀사,지역사찰,부산광역시,영도구,한사랑길,129.0444052,35.08955406,마라407782
무애암,지역사찰,경기도,부천시,성무로21번길,126.7877446,37.48090287,다사370426
성불사,지역사찰,전라북도,익산시,안림길,127.0738521,35.99510132,다마615776
불지사,지역사찰,서울특별시,강서구,개화동로27가길,126.8076226,37.56253202,다사388516
금주사,지역사찰,경상북도,칠곡군,송산1길,128.5139655,36.01094758,라마913798
만덕사,지역사찰,대구광역시,서구,달서로,128.5739516,35.88496383,라마969659
성진사,지역사찰,경상남도,창원시 마산회원구,회원서6길,128.5577405,35.22327361,라라962925
청량사,지역사찰,인천광역시,연수구,함박안로134번길,126.6833689,37.42688583,다사277367
옴니포교원,지역사찰,광주광역시,동구,밤실로89번길,126.935849,35.15547103,다라486846
선운암,지역사찰,경상남도,산청군,태봉로44번길,128.0526122,35.33153392,라마502041
밀행사,지역사찰,경상남도,밀양시,노상하4길,128.7483155,35.49608701,마마132229
약진사,지역사찰,경기도,용인시 기흥구,중부대로819번길,127.1478904,37.25529592,다사687174
용광사,지역사찰,경기도,이천시,진상미로1163번길,127.4676024,37.15755128,다사971065
극락사,지역사찰,충청남도,금산군,신학동길,127.4775736,36.0948114,다마979886
서래암,지역사찰,경상남도,창원시 의창구,천주로1269번길,128.6164496,35.36141736,마마014078
성정사,지역사찰,강원도,강릉시,강변로,128.8775348,37.74378097,마사213724
용화선원,지역사찰,강원도,인제군,하추로,128.3000866,38.02487964,라아702030
죽사,지역사찰,충청남도,서산시,갓고개길,126.4126015,36.79319681,다바029666
법륜사,지역사찰,서울특별시,종로구,율곡로1길,126.9803632,37.57734442,다사541532
칠성사절,지역사찰,경기도,이천시,영창로,127.4342106,37.28434732,다사941206
보리사,지역사찰,충청북도,보은군,,127.8208164,36.3938129,라바287218
개운사,지역사찰,부산광역시,해운대구,반송로877번길,129.150867,35.23459806,마라502944
관음사,지역사찰,경상남도,창원시 진해구,여좌로118번길,128.6676454,35.16481926,마라063861
묘덕사,지역사찰,전라남도,장흥군,산단4로,126.9539799,34.69385497,다라499334
금정사,지역사찰,경상남도,하동군,금정길,127.8524532,34.97822231,라라321648
대성사,지역사찰,부산광역시,서구,옥천로,129.0118066,35.10097964,마라377794
연화사,지역사찰,충청남도,논산시,대둔로1189번길,127.2677054,36.23574502,다바791043
보덕암,지역사찰,경상남도,밀양시,남산2길,128.7229713,35.43088224,마마110157
원오사,지역사찰,부산광역시,해운대구,윗반송로,129.1602054,35.23464954,마라510945
대명사,지역사찰,충청남도,금산군,창동길,127.3716865,36.20372106,다바884007
쌍암사,지역사찰,경상북도,안동시,농암로,128.9388283,36.74446994,마바284616
용지사,지역사찰,경상남도,함안군,,128.4194143,35.19205936,라라837889
불광총림,지역사찰,경상북도,영양군,오리도곡로,129.1230604,36.75112816,마바448626
용봉사,지역사찰,전라북도,김제시,봉의로,126.9651091,35.87497122,다마517643
봉화산수도사,지역사찰,경상남도,창원시 마산회원구,무학로,128.5652632,35.2220509,라라969923
대흥사,지역사찰,서울특별시,동대문구,약령시로,127.041645,37.58350056,다사595538
천주사,지역사찰,경상북도,문경시,천주사길,128.305676,36.74700848,라바719612
구포상승문화회관,지역사찰,부산광역시,북구,금곡대로,129.0045339,35.21355977,마라369919
와동사,지역사찰,경상남도,고성군,무량로,128.285316,35.00949031,라라716685
화담정사,지역사찰,경기도,양주시,만송로,127.0804863,37.77893406,다사630755
덕암계량사,지역사찰,경상남도,김해시,서부로1637번길,128.8330931,35.2453271,마라212952
연화사,지역사찰,부산광역시,동래구,쇠미로81번길,129.0534449,35.20084706,마라414906
화림선원,지역사찰,경기도,안산시 상록구,도매시장로,126.8666087,37.31784176,다사438245
영산법화사,지역사찰,경기도,양주시,권율로,126.9521376,37.75947228,다사517734
금련사,지역사찰,부산광역시,수영구,광일로67번길,129.1053807,35.16220369,마라462863
의선사,지역사찰,강원도,양구군,박수근로301번길,127.9753922,38.09742237,라아416109
혜인정사,지역사찰,서울특별시,종로구,사직로,126.9736854,37.57604943,다사535530
전통사,지역사찰,경기도,용인시 기흥구,용구대로2335번길,127.1063273,37.29875784,다사651222
제화사,지역사찰,충청남도,천안시 동남구,중앙로,127.1528705,36.80740774,다바690677
목천사,지역사찰,충청남도,천안시 동남구,관성3길,127.3386575,36.81144676,다바856681
천룡사,지역사찰,경상북도,봉화군,하눌로,128.770801,36.86641317,마바132749
구도선원,지역사찰,강원도,평창군,던짓골길,128.4924449,37.53197146,라사876485
미륵사,지역사찰,경상북도,경산시,소월길,128.8338351,35.94514212,마마203728
약사원,지역사찰,경상북도,포항시 남구,자명로145번길,129.3009084,36.01507987,마마622813
청화선원,지역사찰,경상북도,영천시,칠밭골길,128.7532335,36.03557772,마마129828
명화사,지역사찰,충청남도,금산군,원묵산길,127.3553605,36.13962721,다마869936
자은사,지역사찰,전라남도,완도군,당인3길,126.6672378,34.33452109,다다233937
천음사,지역사찰,경상남도,통영시,금평길,128.4044289,34.80915386,라라827464
약천사,지역사찰,경상남도,사천시,관동1길,128.0793856,35.02984376,라라528706
일광사,지역사찰,전라남도,순천시,모전길,127.4713361,35.11387641,다라973798
대흥사,지역사찰,경상남도,김해시,대동로,128.9329013,35.22501786,마라304931
수성사,지역사찰,전라북도,완주군,항가신기길,127.1083402,35.71439607,다마645465
해동용궁사,지역사찰,울산광역시,동구,성끝4길,129.4343535,35.48166628,마마754223
무량사,지역사찰,울산광역시,울주군,반구대로,129.1643996,35.65182874,마마506407
천년고찰선유암,지역사찰,경기도,안성시,선유동길,127.4643077,37.12653838,다사968030
구룡암,지역사찰,전라북도,남원시,구룡폭포길,127.4861984,35.39172787,다마987106
광불사,지역사찰,경기도,구리시,인창2로43번길,127.1286874,37.6068567,다사672564
광제사,지역사찰,강원도,횡성군,입석남1길,127.984283,37.47867886,라사428422
무량정사,지역사찰,경기도,남양주시,비룡로,127.3241103,37.71452832,다사844683
용천사,지역사찰,경기도,용인시 처인구,용천로,127.3404484,37.12748266,다사858032
천존천국사,지역사찰,경기도,광명시,오리로1047번길,126.8471238,37.48131144,다사422426
용화정사,지역사찰,대전광역시,동구,대동천좌안5길,127.4371149,36.33665509,다바943154
태원정사,지역사찰,부산광역시,동구,범일로,129.0591021,35.1388948,마라420837
청량사,지역사찰,부산광역시,기장군,임밖길,129.1759213,35.23892096,마라524950
석광사,지역사찰,서울특별시,은평구,갈현로41길,126.9110719,37.62674898,다사480587
문성사,지역사찰,충청남도,부여군,금지로,126.7339975,36.26236341,다바311075
관음사,지역사찰,충청남도,논산시,대우길,127.1873743,36.27944763,다바719091
묘암사,지역사찰,충청남도,공주시,해지개길,127.1186158,36.44560426,다바658276
성불사,지역사찰,경기도,용인시 처인구,주북로193번길,127.2533523,37.24763384,다사781165
금학사,지역사찰,강원도,철원군,이평로,127.2075861,38.20635901,다아743229
목우사,지역사찰,강원도,영월군,응고개길,128.6938868,37.1362409,마사060048
각원사,지역사찰,경기도,수원시 장안구,송원로13번길,127.0040441,37.29746933,다사560221
해인정토사,지역사찰,경기도,남양주시,비룡로,127.2823154,37.76009436,다사808734
백련사,지역사찰,부산광역시,남구,이기대공원로,129.1205682,35.13010518,마라476828
삼양법화사,지역사찰,서울특별시,강북구,인수봉로6나길,127.0165043,37.62189616,다사573581
망월사,지역사찰,충청북도,음성군,대정길,127.5174635,37.0342877,라바015928
운가사,지역사찰,서울특별시,강북구,4.19로23길,127.0051009,37.64279723,다사563604
감천사,지역사찰,대구광역시,동구,갓바위로,128.7211334,35.96549809,마마101749
대덕사,지역사찰,대구광역시,남구,앞산순환로,128.5861977,35.82701002,라마981594
보국사,지역사찰,부산광역시,서구,시약로109번길,129.0085208,35.11981459,마라374815
덕암정사,지역사찰,부산광역시,사상구,사상로309번길,128.9822183,35.17231237,마라349873
보문사포교원,지역사찰,충청남도,아산시,마곡길112번길,127.0034644,36.69652314,다바556555
동화사,지역사찰,강원도,고성군,등대길,128.4612318,38.45009909,라아838503
기원정사,지역사찰,경기도,성남시 중원구,은이로23번길,127.1666157,37.45801436,다사705399
용궁정사,지역사찰,부산광역시,수영구,감포로102번길,129.1191104,35.16800799,마라474870
법장사,지역사찰,충청남도,천안시 동남구,동리2길,127.2394678,36.78272781,다바767649
승원사,지역사찰,서울특별시,서초구,강남대로,127.0220528,37.50872308,다사577456
천운사,지역사찰,서울특별시,관악구,국회단지23길,126.9408048,37.49075697,다사505436
천왕사,지역사찰,충청남도,천안시 동남구,공설시장2길,127.1504597,36.80925401,다바688679
월정사,지역사찰,대전광역시,서구,용문로,127.391199,36.33626023,다바902154
용화정사,지역사찰,서울특별시,금천구,시흥대로26길,126.9073222,37.44252083,다사475383
용궁암,지역사찰,부산광역시,기장군,판곡길,129.2653373,35.36066347,마마603086
지장암,지역사찰,경상북도,김천시,흥평2길,128.0554213,36.06300367,라마500852
천수암,지역사찰,부산광역시,북구,구만덕로,129.0451134,35.21567198,마라406922
노봉서원,서원/향교/서당,경상북도,예천군,내신2길,128.4415732,36.62247723,라바841475
파산서원,서원/향교/서당,경기도,파주시,파산서원길,126.8599944,37.93217804,다사437926
산청향교,서원/향교/서당,경상남도,산청군,중앙로59번길,127.8809417,35.41643256,라마345134
도천서원,서원/향교/서당,경상남도,산청군,문익점로,127.9528743,35.32734647,라마411036
향교말,서원/향교/서당,충청남도,예산군,,126.7834274,36.61120527,다바359461
매림서원,서원/향교/서당,경상북도,고령군,송림2길,128.2242791,35.68418579,라마655433
부산서원,서원/향교/서당,충청남도,부여군,진변로136번길,126.8936936,36.28453034,다바455098
서원,서원/향교/서당,경상북도,포항시 북구,,129.3776452,36.11569723,마마689925
금호서원,서원/향교/서당,경상북도,청도군,삼성산길,128.6697985,35.68000327,마마058432
구산서원,서원/향교/서당,경상북도,경주시,구산서원길,129.1608028,35.89018679,마마498672
효곡서원,서원/향교/서당,경상북도,상주시,용신2길,128.06722,36.31822049,라바509135
봉강서원,서원/향교/서당,경상북도,군위군,화계봉산길,128.6411008,36.16917001,마마026975
만년저수지,지역호수/저수지,전라남도,해남군,,126.573375,34.66655382,다라151306
대암소류지,지역호수/저수지,경상남도,진주시,,128.079709,35.27274673,라라527976
대양소류지,지역호수/저수지,충청북도,보은군,,127.7823395,36.41364608,라바253240
대장저수지,지역호수/저수지,전라남도,신안군,,126.0845704,34.59885966,나라702236
미천제2소류지,지역호수/저수지,경상남도,창원시 마산합포구,,128.4022339,35.14872243,라라821840
진가저수지,지역호수/저수지,경기도,이천시,,127.4753065,37.17519243,다사978084
장림저수지,지역호수/저수지,경상북도,상주시,,127.935537,36.42083313,라바390249
미산소류지,지역호수/저수지,전라남도,곡성군,,127.3084918,35.24357516,다라825942
대촌못,지역호수/저수지,울산광역시,울주군,,129.2830315,35.63964569,마마614396
지리골소류지,지역호수/저수지,경상북도,포항시 북구,,129.3668697,36.1720027,마마678988
대해소류지,지역호수/저수지,충청북도,영동군,,127.905801,36.09417689,라마365886
덕곡소류지,지역호수/저수지,경상남도,거창군,,127.8957517,35.69675164,라마358445
일정못,지역호수/저수지,전라남도,신안군,,126.2639812,34.95553413,나라871629
덕소저수지,지역호수/저수지,경기도,남양주시,,127.2218775,37.59410918,다사754550
정수2소류지,지역호수/저수지,경상남도,하동군,,127.8837198,35.15307547,라라349842
수전이소류지,지역호수/저수지,강원도,원주시,,127.7672382,37.20295064,라사237116
임외소류지,지역호수/저수지,경상남도,통영시,,128.4199862,34.95999449,라라839631
전골소류지,지역호수/저수지,경상남도,하동군,,127.858673,34.97778362,라라327648
도들소류지,지역호수/저수지,경상남도,합천군,,128.0271679,35.4325194,라마478153
장자골소류지,지역호수/저수지,경상북도,구미시,,128.1910771,36.28659377,라바620101
도산소류지,지역호수/저수지,충청남도,아산시,,126.9057505,36.727099,다바469589
도수저수지,지역호수/저수지,경기도,광주시,,127.3253039,37.4702305,다사845412
서짓골저수지,지역호수/저수지,경상남도,하동군,,127.8652424,35.21500966,라라332911
영천못,지역호수/저수지,울산광역시,울주군,,129.1984907,35.48284069,마마540221
쌉싸리소류지,지역호수/저수지,경상남도,사천시,,127.9745495,35.00359453,라라433677
설못,지역호수/저수지,경상북도,경산시,,128.8410534,35.81863016,마마211588
샛골못,지역호수/저수지,충청남도,금산군,,127.4801487,36.09527302,다마982887
가치저수지,지역호수/저수지,전라남도,진도군,,126.1205804,34.4341872,나라732053
남촌작은소류지,지역호수/저수지,경상남도,고성군,,128.4017816,35.02266683,라라822701
남산소류지,지역호수/저수지,경상남도,산청군,,127.9245712,35.44701846,라마385168
큰골못,지역호수/저수지,경상북도,구미시,,128.2926249,36.2798634,라바711094
월룡저수지,지역호수/저수지,전라남도,순천시,,127.3979904,35.10858639,다라907792
신방소류지,지역호수/저수지,경상북도,경산시,,128.7893455,35.74894916,마마165510
성대저수지,지역호수/저수지,충청북도,진천군,,127.3669274,36.91989337,다바881801
송북지,지역호수/저수지,경상북도,김천시,,128.1576478,36.23743388,라바590046
연못,지역호수/저수지,경상북도,의성군,,128.4265351,36.39095796,라바830218
연동저수지,지역호수/저수지,전라남도,순천시,,127.3761098,35.03999223,다라887716
흰재못,지역호수/저수지,경상북도,군위군,,128.5683488,36.25688599,라바959071
성평소류지,지역호수/저수지,경상남도,하동군,,127.8517234,35.02253422,라라320697
화촌소류지,지역호수/저수지,경상남도,산청군,,127.8406062,35.4967425,라마308223
예전저수지,지역호수/저수지,전라북도,고창군,,126.5361213,35.36727873,다마124083
예골지,지역호수/저수지,경상북도,문경시,,128.211486,36.60613192,라바636456
예곡소류지,지역호수/저수지,경상남도,의령군,,128.2717497,35.37434387,라마701090
서중소류지,지역호수/저수지,울산광역시,울주군,,129.1955129,35.46405889,마마538200
와룡앞소류지,지역호수/저수지,경상남도,고성군,,128.3257743,35.08793963,라라752772
신전저수지,지역호수/저수지,전라북도,임실군,,127.2654704,35.73333847,다마787485
궐전저수지,지역호수/저수지,전라남도,장성군,,126.8859376,35.39196734,다마442108
앞골못,지역호수/저수지,경상북도,영천시,,128.8962885,36.0173404,마마258809
굼들못,지역호수/저수지,경상남도,합천군,,128.3109335,35.64006754,라마734385
송정저수지,지역호수/저수지,경상북도,김천시,,128.146665,36.01690866,라마582802
하심천소류지,지역호수/저수지,경상남도,남해군,,127.8905982,34.85404689,라라357511
구평소류지,지역호수/저수지,경상남도,산청군,,128.0241235,35.42005483,라마475139
하여태소류지,지역호수/저수지,전라북도,순창군,,127.0957278,35.36591593,다마632078
구룡저수지,지역호수/저수지,경상북도,의성군,,128.7044573,36.32106903,마바081144
산후소류지,지역호수/저수지,전라남도,해남군,,126.3902988,34.56009851,나라981190
삼보골소류지,지역호수/저수지,강원도,원주시,,127.9873423,37.31408416,라사431240
우계저수지,지역호수/저수지,경상남도,김해시,,128.906667,35.30640371,마마278021
메추박소류지,지역호수/저수지,경상남도,남해군,,128.0170898,34.91702838,라라472581
명곡소류지,지역호수/저수지,경상남도,합천군,,128.1661621,35.70346221,라마602454
장곡소류지,지역호수/저수지,충청북도,보은군,,127.6996494,36.50047211,라바178336
명산저수지,지역호수/저수지,경기도,포천시,,127.2230385,37.86526911,다사756850
작은토골못,지역호수/저수지,울산광역시,울주군,,129.1593169,35.57014868,마마503317
재궁못,지역호수/저수지,경상북도,영덕군,,129.3551691,36.43954646,마바662284
작은남못,지역호수/저수지,경상북도,김천시,,128.0926862,36.09618691,라마533889
죽곡소류지,지역호수/저수지,전라북도,순창군,,127.1188007,35.34072128,다마653050
저명곡저수지,지역호수/저수지,울산광역시,북구,,129.4291886,35.62956169,마마746387
죽죽소류지,지역호수/저수지,경상남도,합천군,,128.031555,35.55072809,라마481284
오전리저수지,지역호수/저수지,경기도,의왕시,,127.0012409,37.35650028,다사558287
도마수원지,지역호수/저수지,경상남도,남해군,화방사길,127.868782,34.86865567,라라337527
도천소류지,지역호수/저수지,경상남도,함양군,,127.6924399,35.67689646,라마174423
사암지,지역호수/저수지,경상북도,영덕군,,129.3093353,36.34034324,마바623174
외동저수지,지역호수/저수지,전라남도,담양군,,127.0425682,35.18262678,다라583875
화산저수지,지역호수/저수지,경기도,화성시,,127.0065407,37.2060495,다사562120
세탑저수지,지역호수/저수지,충청남도,부여군,,127.0228849,36.28350066,다바571096
오망소류지,지역호수/저수지,경상북도,의성군,,128.8911611,36.20727156,마바250020
골간못,지역호수/저수지,경상남도,고성군,,128.2974822,35.06779624,라라727750
서낭당못,지역호수/저수지,경상북도,포항시 북구,,129.2484466,36.12916468,마마573938
고동포소류지,지역호수/저수지,경상남도,사천시,,128.0024684,35.04997357,라라458728
골밭못,지역호수/저수지,경상남도,합천군,,128.0154918,35.47647473,라마467201
골안못,지역호수/저수지,경상북도,경주시,,129.1992919,36.01749314,마마531814
삼율저수지,지역호수/저수지,경상북도,울진군,,129.4305526,36.69241016,마바724566
용수소류지,지역호수/저수지,경상북도,구미시,,128.4516479,36.10430228,라마856901
광계저수지,지역호수/저수지,경상남도,창녕군,,128.4978976,35.46622067,라마905193
월남소류지,지역호수/저수지,전라남도,강진군,,126.7107501,34.74517934,다라277392
상삼소류지,지역호수/저수지,충청북도,청주시 서원구,,127.4135742,36.52424309,다바922362
신당소류지,지역호수/저수지,경상남도,함양군,,127.7488797,35.52194937,라마225251
건너들저수지,지역호수/저수지,경상남도,거창군,,127.8889444,35.70672911,라마351456
행성저수지,지역호수/저수지,전라남도,담양군,,126.9000407,35.2928701,다라454998
강촌소류지,지역호수/저수지,경상남도,남해군,,127.9760606,34.81245017,라라435465
야북골못,지역호수/저수지,경상북도,포항시 북구,,129.2539231,36.15933152,마마577972
옥산1소류지,지역호수/저수지,경상남도,거제시,,128.577262,34.87734294,라라984541
새못,지역호수/저수지,경상북도,청도군,,128.7503941,35.68197844,마마131435
갓골저수지,지역호수/저수지,경상남도,창녕군,,128.3947631,35.59069634,라마810331
새터골못,지역호수/저수지,충청북도,충주시,첨단산업1로,127.8317279,36.98996236,라바295879
새터못,지역호수/저수지,경상북도,고령군,,128.1928024,35.81618133,라마625579
갈마지못,지역호수/저수지,경상북도,영천시,,128.9184673,36.0178379,마마278810
소류지,지역호수/저수지,경상남도,의령군,,128.3825106,35.40013766,라마801119
대벽소류지,지역호수/저수지,경상남도,남해군,,128.0020463,34.90793622,라라458571
안못,지역호수/저수지,경상북도,경주시,,129.1785015,36.00950543,마마512804
방영골못,지역호수/저수지,경상남도,양산시,,129.1491955,35.40901486,마마497138
대리소류지,지역호수/저수지,경상북도,청송군,,128.896584,36.22252482,마바255037
은성소류지,지역호수/저수지,충청북도,청주시 청원구,,127.5828031,36.74263969,라바073605
청산저수지,지역호수/저수지,전라남도,완도군,,126.8851671,34.20130453,다다433788
숭진소류지,지역호수/저수지,경상남도,밀양시,,128.8185955,35.46163918,마마196192
뒷밭못,지역호수/저수지,경상북도,영주시,,128.5721236,36.7867738,라바956659
