POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,RDNMADR_NM,LC_LO,LC_LA,GID_CD
매봉소류지,지역호수/저수지,충청북도,청주시 서원구,,127.419984,36.4766372,다바928310
왕촌저수지,지역호수/저수지,경상남도,산청군,,127.8973869,35.5223615,라마360252
상암저수지,지역호수/저수지,전라남도,신안군,,125.929945,34.74377328,나라562399
건등저수지,지역호수/저수지,강원도,원주시,,127.8363421,37.31438352,라사298239
거리못,지역호수/저수지,제주특별자치도,제주시,,126.3756176,33.4346676,나나954942
와우저수지,지역호수/저수지,전라남도,진도군,,126.1480637,34.43717188,나라757056
옥천저수지,지역호수/저수지,경상남도,창녕군,,128.5480313,35.5019049,라마950233
새못,지역호수/저수지,경상북도,청도군,,128.9905392,35.82690061,마마346599
새못,지역호수/저수지,경상북도,경주시,,129.1685728,35.85678108,마마506635
새재소류지,지역호수/저수지,충청남도,논산시,,127.2704806,36.23621234,다바793043
새터소류지,지역호수/저수지,충청북도,보은군,,127.7376418,36.48607304,라바212320
유하1저수지,지역호수/저수지,경상남도,합천군,,128.2520248,35.54239788,라마681276
새터저수지,지역호수/저수지,충청남도,금산군,,127.4966329,36.14893642,다마996946
서당골소류지,지역호수/저수지,충청북도,보은군,,127.7209397,36.41490382,라바198241
소류지,지역호수/저수지,울산광역시,울주군,,129.1838361,35.57289311,마마525320
소류지,지역호수/저수지,경상북도,칠곡군,,128.5782055,36.01941359,라마971808
각골못,지역호수/저수지,경상북도,성주군,,128.3130013,35.97089543,라마733752
소류지,지역호수/저수지,강원도,횡성군,,128.1316314,37.36870536,라사559301
양수저수지,지역호수/저수지,강원도,홍천군,,127.8355713,37.70553559,라사295673
음마저수지,지역호수/저수지,전라남도,완도군,,126.8386485,34.42600176,다라392037
점푸리저수지,지역호수/저수지,전라남도,장흥군,,126.8903762,34.64762322,다라441283
밤락골저수지,지역호수/저수지,경상남도,진주시,,128.2126424,35.15524792,라라649846
방동저수지,지역호수/저수지,경상남도,밀양시,,128.7009264,35.45214951,마마089180
딘디박골못,지역호수/저수지,경상북도,경주시,,129.2606823,35.81705349,마마590592
정골1못,지역호수/저수지,울산광역시,남구,,129.2469615,35.54018683,마마583285
정골못,지역호수/저수지,경상북도,의성군,,128.715395,36.4731866,마바088313
봉천소류지,지역호수/저수지,충청북도,충주시,,127.7611826,37.01115209,라바232903
청계동소류지,지역호수/저수지,충청남도,청양군,,126.8289674,36.50114237,다바399339
배죽못,지역호수/저수지,경상남도,밀양시,,128.7709904,35.39825241,마마154121
등리소류지,지역호수/저수지,경상남도,김해시,,128.7589852,35.27548708,마라145985
당항소류지,지역호수/저수지,경상남도,고성군,,128.3857108,35.05692703,라라807739
백암소류지,지역호수/저수지,경상남도,합천군,대한로,128.21295,35.51280953,라마646243
후동소류지,지역호수/저수지,경상남도,함양군,,127.7333121,35.53680977,라마211267
단석저수지,지역호수/저수지,경기도,양평군,,127.7370561,37.40255627,라사209337
다촌소류지,지역호수/저수지,경상남도,밀양시,,128.8108376,35.53477322,마마188273
만세저수지,지역호수/저수지,충청남도,보령시,,126.5485229,36.42278561,다바147254
뒷들저수지,지역호수/저수지,전라남도,신안군,,126.1550793,35.00468243,나라772685
초문소류지,지역호수/저수지,경상남도,진주시,,128.2935249,35.20654732,라라722904
유천소류지,지역호수/저수지,경상북도,포항시 북구,,129.3038397,36.20908824,마바621028
병목소류지,지역호수/저수지,충청남도,보령시,,126.6598023,36.43759499,다바246269
농암저수지,지역호수/저수지,경상북도,군위군,,128.537883,36.2817126,라바932098
보통제,지역호수/저수지,전라북도,남원시,,127.2055567,35.32567692,다마732033
위말소류지,지역호수/저수지,충청북도,청주시 청원구,,127.386396,36.72001688,다바898580
용추자연휴양림,휴양림/수목원,경상남도,함양군,용추휴양림길,127.7553452,35.70252423,라마231451
유치자연휴양림,휴양림/수목원,전라남도,장흥군,휴양림길,126.8344818,34.76817258,다라390417
완택산휴양림,휴양림/수목원,강원도,영월군,동강로,128.5248101,37.21683664,라사909136
하추자연휴양림,휴양림/수목원,강원도,인제군,하추로,128.3197911,38.03474558,라아719041
구름산산림욕장,휴양림/수목원,경기도,광명시,,126.8759877,37.45353002,다사448395
치유의숲,휴양림/수목원,전라남도,고흥군,,127.4098043,34.6185347,다라917249
사유원,휴양림/수목원,경상북도,군위군,치산효령로,128.6829901,36.0906257,마마065888
입화산자연휴양림,휴양림/수목원,울산광역시,중구,,129.2805222,35.57829581,마마613328
금강식물원,식물원,부산광역시,동래구,우장춘로,129.0769261,35.22592822,마라435934
코리아나식물원,식물원,충청남도,천안시 서북구,,127.1855807,36.8943808,다바719773
꿈마당유아숲체험원,식물원,경상남도,창원시 마산회원구,송평로,128.532068,35.25805401,라라938963
천문인마을,일반관광지,강원도,횡성군,월안1길,128.1750969,37.37244363,라사597305
신나무골성지,일반관광지,경상북도,칠곡군,,128.4619338,35.96763782,라마867749
연세어린이천문대,일반관광지,경기도,고양시 일산동구,중산로,126.7915042,37.70031798,다사375669
강진청자문화제,일반관광지,전라남도,강진군,청자촌길,126.8008651,34.50865592,다라358129
영광송이도,일반관광지,전라남도,영광군,계마길,126.4068943,35.39363777,다마007114
독도등대,일반관광지,경상북도,울릉군,독도이사부길,131.86977,37.23922719,사사876245
서창한옥체험장,일반관광지,광주광역시,서구,눌재로,126.8301328,35.11530334,다라389802
운림제,일반관광지,광주광역시,동구,동산길,126.9483399,35.1307972,다라497818
금남지구,일반관광지,세종특별자치시,,,127.2659892,36.4722884,다바790305
청풍호관광모노레일,일반관광지,충청북도,제천시,,128.1345084,37.00312339,라바564895
천장호출렁다리,일반관광지,충청남도,청양군,,126.9163784,36.41450519,다바476242
황토구들마을,일반관광지,강원도,평창군,,128.4025987,37.574743,라사797532
문경철로자전거,일반관광지,경상북도,문경시,구랑로,128.0993142,36.66102666,라바535516
청자골달맞이마을체험관,일반관광지,전라남도,강진군,달마지길,126.698536,34.70560943,다라266348
수월봉앤차귀해안,일반관광지,제주특별자치도,제주시,,126.16304,33.29578533,나나755790
애월돌고래전망대,일반관광지,제주특별자치도,제주시,,126.36361,33.47843249,나나944990
해수녹차센터,일반관광지,전라남도,보성군,우암길,127.0885927,34.67087642,다라623308
서울둘레길8코스북한산,일반관광지,서울특별시,도봉구,,127.0468016,37.68928579,다사600656
경기도공무원휴양소,일반관광지,경기도,가평군,용추로,127.4742,37.85991502,다사977844
첨성대영상관,일반관광지,경상북도,경주시,경감로,129.288304,35.8308609,마마615608
한지체험장,일반관광지,서울특별시,중랑구,신내로21길,127.0885193,37.6126537,다사636571
목재문화체험장,일반관광지,대전광역시,중구,보문산공원로,127.4238863,36.30978351,다바931124
서울단풍길,일반관광지,서울특별시,용산구,,126.9749452,37.53521792,다사536485
서산창작예술촌,일반관광지,충청남도,서산시,중왕1길,126.3869484,36.87406746,다바008756
해바라기마을,일반관광지,경기도,양평군,초천길,127.6692603,37.4609606,라사149402
아셈길,일반관광지,서울특별시,강남구,,127.0571718,37.51200237,다사608459
겸재길,일반관광지,서울특별시,종로구,,126.9679906,37.58207941,다사530537
3.16만세로,일반관광지,대전광역시,동구,,127.4352711,36.32309451,다바941139
호국영웅로,일반관광지,경기도,양주시,,127.0942497,37.82677356,다사642808
다이센로,일반관광지,충청남도,당진시,안틀모시길,126.6951834,36.89652504,다바282778
운곡습지생태공원,일반관광지,전라북도,고창군,,126.6334,35.47495566,다마213202
서피랑피아노계단,일반관광지,경상남도,통영시,충렬안길,128.4200351,34.84335812,라라841502
백암온천관광특구,일반관광지,경상북도,울진군,,129.3421333,36.7209047,마바645596
백섬해상전망대,일반관광지,강원도,고성군,,128.4679509,38.45040434,라아844504
영동레인보우힐링관광지(2023년예정),일반관광지,충청북도,영동군,영동힐링로,127.784565,36.15536727,라마255954
상가리야자숲,일반관광지,제주특별자치도,제주시,고하상로,126.3584774,33.43944198,나나938947
신라호텔제주마제스타카지노,카지노,제주특별자치도,서귀포시,중문관광로72번길,126.4080186,33.24739874,나나982734
부산자갈치축제,지역축제,부산광역시,중구,,129.0306818,35.09669159,마라395790
대구약령시축제,지역축제,대구광역시,중구,달구벌대로415길,128.5899026,35.86849538,라마983640
화성포구축제,지역축제,경기도,화성시,궁평항로,126.6818412,37.11642838,다사273022
동해해맞이축제,지역축제,강원도,동해시,,129.1595122,37.47771409,마사467433
무창포신비의바닷길대하전어축제,지역축제,충청남도,보령시,열린바다2길,126.5374355,36.24890956,다바135061
제천의병제,지역축제,충청북도,제천시,,128.0865725,37.09890593,라사521001
순천만자연생태공원순천만갈대축제,지역축제,전라남도,순천시,순천만길,127.508642,34.88516631,라라007544
다시마축제,지역축제,전라남도,완도군,,127.0272986,34.34932742,다다565951
산나물축제,지역축제,경상북도,울릉군,,130.8651533,37.5212025,바사974522
강화도빙어송어축제,지역축제,인천광역시,강화군,고비고개로741번길,126.4138145,37.72025983,다사042695
양평농촌체험마을겨울얼음축제,지역축제,경기도,양평군,,127.6124,37.51725912,라사099464
국립진주박물관설맞이문화행사,지역축제,경상남도,진주시,남강로,128.0766355,35.18902368,라라524883
부여은산별신제,지역축제,충청남도,부여군,충의로,126.8541524,36.31046108,다바420127
금정산성역사문화축제,지역축제,부산광역시,금정구,,129.0566592,35.2459123,마라416956
봉화한국과자축제,지역축제,경상북도,봉화군,,128.7426277,36.90463456,마바107791
대한민국국제요리경연대회,지역축제,서울특별시,서초구,강남대로,127.0390668,37.46824082,다사592411
퇴촌토마토축제,지역축제,경기도,광주시,,127.3035164,37.4730913,다사826415
한국민속촌건강한여름나기단오,지역축제,경기도,용인시 기흥구,,127.1203288,37.25947671,다사663179
금강여울축제,지역축제,충청남도,금산군,,127.5719336,36.07657934,라마064866
둔율올갱이축제,지역축제,충청북도,괴산군,,127.8487156,36.7830765,라바311650
서울연꽃문화대축제,지역축제,서울특별시,서대문구,봉원사길,126.9471317,37.57222353,다사511526
부산국제어린이영화제,지역축제,부산광역시,해운대구,수영강변대로,129.1269623,35.17096611,마라481874
버블페스트,지역축제,서울특별시,영등포구,여의서로,126.9337213,37.5262966,다사499475
터닝메카드체험전,지역축제,부산광역시,해운대구,APEC로,129.1362464,35.16918597,마라490872
고창메밀꽃잔치,지역축제,전라북도,고창군,학원농장길,126.543319,35.37567247,다마131093
시흥갯골축제,지역축제,경기도,시흥시,동서로,126.7820966,37.39068333,다사364326
대구도시농업박람회,지역축제,대구광역시,수성구,달구벌대로,128.7014278,35.83299163,마마085602
전주한지문화축제,지역축제,전라북도,전주시 완산구,현무1길,127.1490754,35.82109009,다마683583
전주문화재야행,지역축제,전라북도,전주시 완산구,,127.1498768,35.81497784,다마683576
삼척그림책축제,지역축제,강원도,삼척시,,129.1720761,37.45647484,마사478410
LG드림페스티벌,지역축제,경상북도,구미시,낙동제방길,128.3703896,36.13641723,라마783936
자문밖문화축제,지역축제,서울특별시,종로구,평창문화로,126.9680735,37.60626874,다사530564
부산원아시아페스티벌,지역축제,부산광역시,북구,강변대로,129.0030513,35.2251578,마라367932
정선아리랑제,지역축제,강원도,정선군,,128.6667794,37.37849682,마사033316
남도음식문화큰잔치,지역축제,전라남도,강진군,,126.7745393,34.62131274,다라334254
안산김홍도축제,지역축제,경기도,안산시 단원구,화정천서로,126.8119044,37.32438487,다사390252
산청꽃잔디축제,지역축제,경상남도,산청군,,127.8314182,35.49221143,라마300218
순천만국가정원별빛축제,지역축제,전라남도,순천시,국가정원1호길,127.4965846,34.92860489,다라996593
부곡온천축제,지역축제,경상남도,창녕군,온천로,128.5876896,35.43643187,라마987161
충남독서대전,지역축제,충청남도,아산시,남부로,127.0058205,36.77033508,다바558636
푸른계곡관광농원,관광농원/허브마을,강원도,양양군,,128.4962711,38.07550433,라아873088
한마음가족농장,관광농원/허브마을,경기도,고양시 덕양구,,126.8947462,37.61269261,다사465572
구덕농장,관광농원/허브마을,경상북도,칠곡군,,128.5835989,35.98201022,라마976766
산정농원,관광농원/허브마을,경상남도,창원시 의창구,달천길,128.5918777,35.28879489,라라992998
자연체험학습장,관광농원/허브마을,인천광역시,강화군,해안남로,126.5181834,37.60747408,다사133569
상록식물원,관광농원/허브마을,대구광역시,동구,팔공로,128.6390349,35.90590973,마마027682
영남조경,관광농원/허브마을,대구광역시,달성군,비슬로,128.4805679,35.79429473,라마886557
양수리딸기체험농장,관광농원/허브마을,경기도,양평군,,127.3157968,37.53861153,다사837488
무수골주말농장,관광농원/허브마을,서울특별시,도봉구,,127.0334771,37.67743343,다사588643
한라봉체험농장,관광농원/허브마을,제주특별자치도,서귀포시,일주동로,126.5325737,33.24789512,다나098733
사천식물랜드,관광농원/허브마을,경상남도,사천시,,128.0655045,34.99508418,라라516668
강릉아기동물농장,관광농원/허브마을,강원도,강릉시,해안로,128.8610406,37.84621533,마사197838
우림농원,관광농원/허브마을,경기도,고양시 덕양구,항공대학로,126.8607669,37.60102311,다사435559
빗돌배기마을,관광농원/허브마을,경상남도,창원시 의창구,진산대로505번길,128.7046773,35.34470619,마마094061
상안포도농장,관광농원/허브마을,경기도,화성시,돌팍재길,126.7022431,37.17974423,다사291092
정남진관광농원,관광농원/허브마을,전라남도,장흥군,녹색로,126.9265131,34.70509819,다라474346
숲속애빛의정원,관광농원/허브마을,충청남도,보령시,통나무마을1길,126.530054,36.3288692,다바129150
시목해수욕장,해수욕장,전라남도,신안군,시목길,125.9515084,34.6731111,나라581320
노봉해수욕장,해수욕장,강원도,동해시,,129.1019755,37.5868862,마사414553
송정해수욕장,해수욕장,강원도,강릉시,,128.9377165,37.7804799,마사266766
와현해수욕장,해수욕장,경상남도,거제시,와현해변길,128.7072055,34.81318528,마라104471
하도해수욕장,해수욕장,제주특별자치도,제주시,,126.8987274,33.51324426,다다441025
내치해수욕장,해수욕장,전라남도,신안군,,126.0024273,34.88902574,나라631559
물안해수욕장,해수욕장,경상남도,거제시,,128.6530953,35.0111338,마라052690
모진이해수욕장,해수욕장,제주특별자치도,제주시,,126.3342938,33.94580251,나다922509
삼포2리해변,해수욕장,강원도,고성군,,128.5335794,38.31678991,라아903356
광구폭포,폭포/계곡,경상남도,산청군,,127.8328613,35.4397907,라마302160
김삿갓계곡,폭포/계곡,강원도,영월군,,128.6072901,37.11801526,라사983027
노추산계곡,폭포/계곡,강원도,강릉시,,128.7187127,37.54933891,마사076506
다리안계곡,폭포/계곡,충청북도,단양군,,128.4198252,36.96369597,라바818854
연화계곡,폭포/계곡,경상남도,함양군,백무동로,127.704351,35.3345154,라마185043
옥녀탕,폭포/계곡,강원도,인제군,설악로,128.3211113,38.1207833,라아719137
청계동계곡,폭포/계곡,전라남도,곡성군,,127.250719,35.31366187,다마773020
흥정계곡,폭포/계곡,강원도,평창군,,128.3410399,37.63992587,라사742603
배내골,폭포/계곡,경상남도,양산시,,128.9654011,35.45353879,마마329185
심방계곡,폭포/계곡,경기도,연천군,동막로,127.1157997,38.1078257,다아663120
냉천골,폭포/계곡,충청남도,청양군,,126.8972611,36.42492921,다바459254
동규폭포,폭포/계곡,전라남도,화순군,,127.1081623,35.17435569,다라643866
은광폭포,폭포/계곡,경상북도,성주군,,128.1277247,35.89956999,라마566671
북면계곡,폭포/계곡,충청남도,천안시 동남구,,127.2713123,36.83133233,다바796703
의성점곡계곡,폭포/계곡,경상북도,의성군,옥실길,128.749785,36.42065196,마바120255
흑룡폭포,폭포/계곡,경상남도,밀양시,시전3길,128.9773219,35.5300079,마마339270
안양골계곡,폭포/계곡,강원도,철원군,,127.1887036,38.20154021,다아727224
농특산물판매장,토속/특산물/기념품매장,전라북도,남원시,정령치로,127.4423053,35.3903527,다마947105
팬시아트,토속/특산물/기념품매장,경상남도,함양군,읍삼동길,127.812616,35.62778621,라마283368
오빌,토속/특산물/기념품매장,서울특별시,도봉구,해등로,127.0281747,37.65737669,다사583620
성공예사,토속/특산물/기념품매장,대전광역시,동구,중앙로193번길,127.4285511,36.33325704,다바935151
바른손크리아트,토속/특산물/기념품매장,경기도,연천군,은전로78번길,127.068696,38.02717924,다아621031
로즈마리,토속/특산물/기념품매장,대전광역시,서구,둔산중로,127.3861735,36.34821694,다바897167
황악상회,토속/특산물/기념품매장,경상북도,김천시,황악로,128.017321,36.11414936,라마465909
특산품판매장,토속/특산물/기념품매장,부산광역시,기장군,일광로,129.2561851,35.28690907,마마597004
세종갤러리,토속/특산물/기념품매장,세종특별자치시,,가름로,127.2584744,36.49701562,다바783332
제이에이치애드,토속/특산물/기념품매장,울산광역시,울주군,원동1길,129.2936594,35.45664982,마마627193
명찰각인,토속/특산물/기념품매장,경기도,평택시,,127.0502894,37.08021173,다바600980
미르용품점,토속/특산물/기념품매장,경기도,포천시,화동로596번길,127.3167216,37.91449613,다사838905
송월타월제일상사,토속/특산물/기념품매장,경기도,양주시,마전로113번길,127.0512989,37.772342,다사604748
달마샵,토속/특산물/기념품매장,경상남도,거제시,거제대로,128.6192031,34.73232987,마라024381
페이스오프,토속/특산물/기념품매장,서울특별시,구로구,고척로22길,126.8465929,37.50075754,다사422448
주이오드림,토속/특산물/기념품매장,경기도,김포시,황금1로80번길,126.6216484,37.6149761,다사224576
안판촉,토속/특산물/기념품매장,인천광역시,부평구,신트리로,126.7227178,37.5059649,다사313454
인사컬렉션,토속/특산물/기념품매장,서울특별시,종로구,인사동길,126.9869279,37.57214469,다사546526
미르관광상품점,토속/특산물/기념품매장,제주특별자치도,서귀포시,일주동로,126.5087637,33.24830759,다나076734
사전통한지공예가협회대구경,토속/특산물/기념품매장,대구광역시,남구,봉덕로1길,128.5914494,35.84577626,라마985615
히말라야,토속/특산물/기념품매장,대구광역시,중구,봉산문화길,128.5972575,35.86276688,라마990634
오랜지바다,토속/특산물/기념품매장,부산광역시,수영구,광안로61번길,129.1207599,35.15502429,마라476856
시아벌룬,토속/특산물/기념품매장,광주광역시,북구,첨단연신로133번길,126.8630957,35.21142506,다라420908
만덕,토속/특산물/기념품매장,경상북도,군위군,경북대로,128.5904745,36.14201294,라마981944
보람유통,토속/특산물/기념품매장,대구광역시,서구,서대구로3길,128.5489845,35.85835569,라마947629
숭인당,토속/특산물/기념품매장,서울특별시,동대문구,난계로28길,127.027353,37.57207073,다사582526
고옥당,토속/특산물/기념품매장,부산광역시,부산진구,서면로,129.0581721,35.1557032,마라419856
민속당,토속/특산물/기념품매장,충청북도,충주시,충원대로,127.9326459,37.07124717,라바384970
신도종합유통,토속/특산물/기념품매장,경상남도,합천군,,128.1592661,35.56703453,라마597303
기념품세일샵,토속/특산물/기념품매장,광주광역시,광산구,목련로394번길,126.8353403,35.18346997,다라394877
지질관광체험공원,테마공원/대형놀이공원,강원도,태백시,태백로,129.0397849,37.0944359,마사368006
해운대블루라인파크,테마공원/대형놀이공원,부산광역시,해운대구,청사포로,129.1804522,35.15571084,마라530857
별다른동화마을(2022년12월예정),테마공원/대형놀이공원,충청북도,단양군,,128.2971368,36.92695282,라바709812
런닝맨,테마공원/대형놀이공원,부산광역시,부산진구,중앙대로,129.0595983,35.15299977,마라420853
경주백악기월드,테마공원/대형놀이공원,경상북도,경주시,천북남로,129.2950328,35.85552407,마마620635
속초아이,테마공원/대형놀이공원,강원도,속초시,청호해안길,128.6027227,38.19072189,라아965217
활성유원지,일반유원지/일반놀이공원,경상남도,밀양시,,128.7830028,35.49712797,마마163231
기회송림공원,일반유원지/일반놀이공원,경상남도,밀양시,산외로,128.7754709,35.51163346,마마156247
김인전공원,일반유원지/일반놀이공원,충청남도,서천군,장산로,126.7389141,36.01907508,다마314805
대아유원지,일반유원지/일반놀이공원,전라북도,완주군,,127.271958,35.98312826,다마794762
대우유원지,일반유원지/일반놀이공원,경기도,가평군,,127.4038238,37.75679732,다사915730
덕매유원지,일반유원지/일반놀이공원,경기도,양주시,일영로502번길,126.9297095,37.68529972,다사497652
임진강유원지,일반유원지/일반놀이공원,경기도,연천군,남계로240번길,127.0158675,38.01515006,다아575017
남천유원지,일반유원지/일반놀이공원,충청북도,단양군,남천계곡로,128.5111977,37.04354922,라바899943
봉동계곡유원지,일반유원지/일반놀이공원,전라남도,해남군,,126.5946555,34.45417841,다라168070
광탄리유원지,일반유원지/일반놀이공원,경기도,양평군,,127.636277,37.51263513,라사120459
부안댐문화관,일반유원지/일반놀이공원,전라북도,부안군,부안댐로,126.5629113,35.67385587,다마151423
시흥월곶에코피아,일반유원지/일반놀이공원,경기도,시흥시,서해안로,126.7517718,37.3959702,다사337332
을숙도공원,유명관광지,부산광역시,사하구,,128.9451846,35.11242652,마라317806
임진각,유명관광지,경기도,파주시,임진각로,126.740547,37.89112339,다사332881
청매실농원,유명관광지,전라남도,광양시,지막1길,127.7162368,35.07474068,라라197755
정낭,유명관광지,제주특별자치도,서귀포시,번영로,126.7807155,33.40306377,다나331903
옥정호,대형호수/저수지,전라북도,임실군,,127.1055221,35.58355526,다마642320
증심사,유명사찰,광주광역시,동구,증심사길,126.9701238,35.12883237,다라517816
청량사,유명사찰,경상남도,합천군,청량동길,128.1090684,35.77242743,라마550530
반룡사,유명사찰,경상북도,고령군,반룡사길,128.2159181,35.73182597,라마647486
보현암,유명사찰,경상남도,합천군,해인사길,128.0921677,35.79639742,라마535557
수도사,유명사찰,경상북도,영천시,치산관광길,128.7179582,36.03962806,마마097832
봉선사,유명사찰,경기도,남양주시,봉선사길,127.1837865,37.74714287,다사721719
미황사,유명사찰,전라남도,해남군,미황사길,126.5773049,34.38300729,다다151991
물의거리,먹거리/패션거리,전라북도,부안군,,126.7352314,35.72446028,다마308478
신사동먹자골목,먹거리/패션거리,서울특별시,서초구,강남대로97길,127.0187611,37.5147863,다사574462
봉산문화거리,먹거리/패션거리,대구광역시,중구,,128.5977951,35.86187492,라마991633
패션의거리,먹거리/패션거리,광주광역시,서구,,126.8337152,35.14040598,다라393830
명동로이중섭거리,먹거리/패션거리,제주특별자치도,서귀포시,,126.5639854,33.24800148,다나128733
죽전아울렛거리,먹거리/패션거리,경기도,용인시 수지구,,127.108726,37.33327314,다사653261
공덕역전골목,먹거리/패션거리,서울특별시,마포구,,126.9534543,37.54471466,다사517496
담양국수거리,먹거리/패션거리,전라남도,담양군,,126.9834631,35.32426781,다마530033
선화단길,먹거리/패션거리,대전광역시,중구,중앙로,127.4178885,36.32832966,다바926145
수리단길,먹거리/패션거리,경기도,구리시,,127.1431892,37.59930831,다사685556
문화의거리,먹거리/패션거리,경기도,시흥시,,126.7865332,37.44070724,다사368381
이중섭거리,먹거리/패션거리,부산광역시,동구,,129.0530388,35.14092106,마라414839
청와대앞길,먹거리/패션거리,서울특별시,종로구,,126.9735436,37.5836173,다사535539
문화의거리,먹거리/패션거리,충청북도,제천시,,128.211098,37.13839283,라사631046
종로길,먹거리/패션거리,경상남도,김해시,가락로64번길,128.8826747,35.23447917,마라258941
고모리카페촌,먹거리/패션거리,경기도,포천시,,127.1643301,37.78325687,다사704760
동대문러시아거리,먹거리/패션거리,서울특별시,중구,,127.0058496,37.56491603,다사563518
강릉소머리국밥골목,먹거리/패션거리,강원도,강릉시,,128.8992306,37.75361724,마사232735
충주호드라이브코스,먹거리/패션거리,충청북도,충주시,,127.9966013,36.99411443,라바441885
새만금방조제드라이브코스,먹거리/패션거리,전라북도,군산시,,126.5200212,35.90176093,다마115676
밀양단장이팝꽃터널길,먹거리/패션거리,경상남도,밀양시,,128.9288872,35.49389734,마마296229
해금강해안도로,먹거리/패션거리,경상남도,거제시,,128.6650807,34.80841502,마라065466
온천장곰장어골목,먹거리/패션거리,부산광역시,동래구,금강공원로20번길,129.0825566,35.21968529,마라440927
길상사,지역사찰,서울특별시,성북구,선잠로5길,126.9943808,37.59890117,다사553556
운수암,지역사찰,경기도,안성시,성하길,127.1697275,37.03645459,다바706931
천성사,지역사찰,경상북도,봉화군,꿀덩이길,128.7841965,36.93891765,마바143830
보은정사,지역사찰,부산광역시,남구,홍곡로,129.0900469,35.1201801,마라448817
마애사,지역사찰,경상남도,함안군,하림2길,128.303318,35.24419472,라라730946
성심사,지역사찰,서울특별시,강서구,곰달래로35길,126.8540226,37.53417472,다사429485
만수사,지역사찰,전라남도,해남군,오소재로,126.6300054,34.50074811,다라201122
봉천사,지역사찰,경상북도,문경시,봉서2길,128.2273957,36.62959992,라바650482
묘림사,지역사찰,울산광역시,울주군,옥수곡길,129.2129454,35.42170189,마마555153
남원관수사,지역사찰,전라북도,남원시,불무터길,127.3799347,35.395963,다마890111
흥국사,지역사찰,광주광역시,동구,성촌길5번길,126.9521757,35.1381978,다라500826
오봉사,지역사찰,경상남도,창원시 성산구,장복산길403번길,128.6399681,35.18509491,마라037883
보탑사,지역사찰,충청북도,진천군,김유신길,127.3411518,36.83987026,다바858713
다보사,지역사찰,충청북도,괴산군,다보길,127.8888318,36.64616168,라바347498
보성사,지역사찰,경기도,남양주시,금강로1087번길,127.1586905,37.69834533,다사699665
석련사,지역사찰,경상북도,봉화군,,128.7629397,36.87915651,마바125763
예천사,지역사찰,경상북도,예천군,,128.4529574,36.68271907,라바851542
천태종달성사,지역사찰,강원도,정선군,도사곡길,128.7992966,37.22411186,마사152147
팔각사,지역사찰,경상북도,청송군,팔각산로,129.2488927,36.33117719,마바569162
호신암,지역사찰,경기도,남양주시,남가로,127.3505786,37.6965386,다사868663
대흥사,지역사찰,경상북도,경주시,낙산길,129.1629316,36.00442808,마마498799
영흥사,지역사찰,경상북도,경주시,태종로,129.1834595,35.84185783,마마520619
대성사,지역사찰,경기도,양평군,역말4길,127.6248609,37.48776707,라사110431
안성객사,지역사찰,경기도,안성시,종합운동장로,127.3224838,37.01504256,다바842907
도솔암,지역사찰,광주광역시,북구,,126.9454814,35.16715544,다라495859
쌍충사,지역사찰,전라남도,고흥군,목넘가는길,127.1319471,34.52795819,다라662149
보현사,지역사찰,인천광역시,강화군,남문안길,126.483173,37.74576524,다사104722
원불교,지역사찰,전라북도,전주시 완산구,선너머2길,127.1274285,35.81458804,다마663576
서암정사,지역사찰,경상남도,함양군,광점길,127.6977392,35.39416629,라마179109
용궁암,지역사찰,경상북도,울진군,후포로,129.4549495,36.68227991,마바746555
법성사,지역사찰,제주특별자치도,서귀포시,돈내코로70번길,126.5867679,33.30433324,다나149795
용궁사,지역사찰,경상남도,함안군,학산2길,128.428573,35.27553113,라라844981
원일사,지역사찰,경기도,용인시 기흥구,강남서로90번길,127.1308046,37.27956916,다사672201
성불사,지역사찰,경상남도,창원시 진해구,웅천동로49번길,128.7630009,35.10050378,마라151791
법연정사,지역사찰,광주광역시,동구,태봉길21번길,126.9406265,35.12982272,다라490817
정초암,지역사찰,충청북도,영동군,갈기산로,127.6463521,36.09027943,라마131881
관음사,지역사찰,경상남도,진주시,지수로642번길,128.2865465,35.24889461,라라715951
미륵암,지역사찰,강원도,영월군,도원운학로,128.2618531,37.29730752,라사675223
보현암,지역사찰,경상남도,진주시,,128.0930019,35.19189726,라라539886
평해사,지역사찰,울산광역시,북구,매곡산업로,129.3668223,35.64916138,마마690408
전륜사,지역사찰,경상북도,영천시,사일로,128.864053,35.9523474,마마230737
연호사,지역사찰,경상남도,합천군,죽죽길,128.1662168,35.56027846,라마603295
대한불교관음종총무원,지역사찰,서울특별시,종로구,종로63가길,127.0187412,37.57558157,다사575530
정인사,지역사찰,경상남도,산청군,물안실로,127.9176629,35.45698833,라마378179
약수사,지역사찰,경상남도,창녕군,남산공원길,128.5409217,35.45500493,라마944181
자광암,지역사찰,경상남도,의령군,자굴산로6길,128.1984456,35.35143727,라마634064
용화선원,지역사찰,경기도,양평군,건지미길56번길,127.3422221,37.574872,다사860528
봉덕사,지역사찰,전라남도,순천시,생목안길,127.5090495,34.9521757,라라008619
감로사,지역사찰,울산광역시,중구,다운14길,129.2664227,35.56123426,마마600309
보현사,지역사찰,경기도,안성시,갈미길,127.2487003,37.06320822,다바776960
